#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
100001600000000,-0.566161,-0.307625,0.684661,0.246216,0.023651,0.005619,-0.968910,-0.817834,-0.445495,0.263894
100001610000000,-0.574394,-0.312108,0.687319,0.246217,0.023348,0.005561,-0.968917,-0.822126,-0.447741,0.265336
100001620000000,-0.582669,-0.316613,0.689991,0.246219,0.023042,0.005502,-0.968925,-0.826361,-0.449961,0.266766
100001630000000,-0.590986,-0.321140,0.692677,0.246220,0.022733,0.005441,-0.968932,-0.830540,-0.452153,0.268182
100001640000000,-0.599344,-0.325688,0.695377,0.246221,0.022421,0.005379,-0.968939,-0.834661,-0.454319,0.269584
100001650000000,-0.607743,-0.330259,0.698092,0.246223,0.022106,0.005315,-0.968947,-0.838725,-0.456456,0.270972
100001660000000,-0.616182,-0.334850,0.700820,0.246224,0.021788,0.005250,-0.968954,-0.842730,-0.458566,0.272345
100001670000000,-0.624661,-0.339462,0.703561,0.246225,0.021468,0.005184,-0.968961,-0.846676,-0.460647,0.273702
100001680000000,-0.633179,-0.344095,0.706316,0.246227,0.021145,0.005116,-0.968968,-0.850563,-0.462699,0.275045
100001690000000,-0.641735,-0.348749,0.709085,0.246228,0.020819,0.005047,-0.968975,-0.854390,-0.464722,0.276371
100001700000000,-0.650328,-0.353422,0.711866,0.246230,0.020491,0.004976,-0.968982,-0.858157,-0.466716,0.277681
100001710000000,-0.658959,-0.358115,0.714661,0.246231,0.020160,0.004904,-0.968989,-0.861864,-0.468679,0.278975
100001720000000,-0.667627,-0.362827,0.717468,0.246232,0.019826,0.004831,-0.968996,-0.865510,-0.470612,0.280251
100001730000000,-0.676330,-0.367558,0.720288,0.246234,0.019490,0.004757,-0.969003,-0.869094,-0.472514,0.281510
100001740000000,-0.685069,-0.372308,0.723121,0.246235,0.019151,0.004681,-0.969010,-0.872616,-0.474384,0.282752
100001750000000,-0.693843,-0.377077,0.725966,0.246237,0.018809,0.004605,-0.969016,-0.876076,-0.476224,0.283976
100001760000000,-0.702650,-0.381864,0.728823,0.246238,0.018465,0.004527,-0.969023,-0.879474,-0.478031,0.285181
100001770000000,-0.711491,-0.386669,0.731691,0.246240,0.018119,0.004448,-0.969029,-0.882808,-0.479806,0.286368
100001780000000,-0.720365,-0.391491,0.734572,0.246241,0.017770,0.004368,-0.969036,-0.886079,-0.481549,0.287536
100001790000000,-0.729270,-0.396330,0.737464,0.246242,0.017419,0.004287,-0.969042,-0.889286,-0.483259,0.288685
100001800000000,-0.738208,-0.401186,0.740368,0.246244,0.017065,0.004205,-0.969049,-0.892428,-0.484936,0.289814
100001810000000,-0.747176,-0.406059,0.743282,0.246245,0.016710,0.004122,-0.969055,-0.895506,-0.486579,0.290924
100001820000000,-0.756175,-0.410948,0.746208,0.246246,0.016351,0.004038,-0.969061,-0.898518,-0.488189,0.292014
100001830000000,-0.765203,-0.415852,0.749144,0.246248,0.015991,0.003953,-0.969067,-0.901466,-0.489765,0.293083
100001840000000,-0.774260,-0.420772,0.752091,0.246249,0.015628,0.003868,-0.969073,-0.904347,-0.491306,0.294132
100001850000000,-0.783345,-0.425707,0.755048,0.246250,0.015263,0.003781,-0.969079,-0.907162,-0.492813,0.295160
100001860000000,-0.792457,-0.430657,0.758015,0.246252,0.014895,0.003694,-0.969084,-0.909911,-0.494285,0.296167
100001870000000,-0.801597,-0.435622,0.760992,0.246253,0.014526,0.003606,-0.969090,-0.912592,-0.495722,0.297153
100001880000000,-0.810762,-0.440600,0.763979,0.246254,0.014154,0.003517,-0.969095,-0.915206,-0.497124,0.298117
100001890000000,-0.819954,-0.445592,0.766976,0.246256,0.013781,0.003427,-0.969101,-0.917753,-0.498490,0.299059
100001900000000,-0.829170,-0.450598,0.769981,0.246257,0.013405,0.003336,-0.969106,-0.920232,-0.499820,0.299980
100001910000000,-0.838410,-0.455616,0.772996,0.246258,0.013027,0.003245,-0.969111,-0.922642,-0.501114,0.300878
100001920000000,-0.847674,-0.460647,0.776019,0.246259,0.012648,0.003153,-0.969116,-0.924984,-0.502372,0.301754
100001930000000,-0.856960,-0.465691,0.779051,0.246260,0.012267,0.003061,-0.969121,-0.927257,-0.503594,0.302607
100001940000000,-0.866269,-0.470746,0.782091,0.246261,0.011883,0.002968,-0.969126,-0.929460,-0.504779,0.303438
100001950000000,-0.875599,-0.475813,0.785140,0.246263,0.011498,0.002874,-0.969131,-0.931594,-0.505927,0.304245
