#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
100001610000000,2.379211,-0.123144,0.096910,0.996765,-0.007033,-0.066932,-0.043922,2.299059,-0.204279,0.164217
100001620000000,2.402267,-0.125196,0.098561,0.996750,-0.007025,-0.067058,-0.044091,2.311998,-0.206216,0.165867
100001630000000,2.425452,-0.127268,0.100228,0.996734,-0.007016,-0.067180,-0.044259,2.324961,-0.208156,0.167521
100001640000000,2.448766,-0.129359,0.101911,0.996719,-0.007006,-0.067300,-0.044424,2.337947,-0.210096,0.169178
100001650000000,2.472210,-0.131470,0.103611,0.996704,-0.006996,-0.067417,-0.044588,2.350956,-0.212039,0.170838
100001660000000,2.495785,-0.133600,0.105328,0.996689,-0.006986,-0.067530,-0.044749,2.363986,-0.213982,0.172501
100001670000000,2.519490,-0.135750,0.107061,0.996674,-0.006976,-0.067641,-0.044909,2.377038,-0.215926,0.174167
100001680000000,2.543326,-0.137919,0.108811,0.996660,-0.006965,-0.067748,-0.045067,2.390111,-0.217871,0.175836
100001690000000,2.567293,-0.140107,0.110578,0.996646,-0.006954,-0.067853,-0.045223,2.403204,-0.219817,0.177508
100001700000000,2.591390,-0.142315,0.112361,0.996632,-0.006943,-0.067954,-0.045377,2.416317,-0.221764,0.179183
100001710000000,2.615619,-0.144542,0.114162,0.996618,-0.006931,-0.068052,-0.045529,2.429449,-0.223712,0.180861
100001720000000,2.639979,-0.146789,0.115979,0.996605,-0.006919,-0.068147,-0.045679,2.442599,-0.225660,0.182541
100001730000000,2.664471,-0.149055,0.117812,0.996592,-0.006907,-0.068240,-0.045827,2.455767,-0.227608,0.184224
100001740000000,2.689095,-0.151341,0.119663,0.996579,-0.006894,-0.068329,-0.045974,2.468952,-0.229557,0.185909
100001750000000,2.713850,-0.153647,0.121531,0.996567,-0.006881,-0.068415,-0.046119,2.482155,-0.231506,0.187597
100001760000000,2.738738,-0.155971,0.123415,0.996554,-0.006868,-0.068498,-0.046262,2.495373,-0.233455,0.189288
100001770000000,2.763757,-0.158316,0.125316,0.996542,-0.006854,-0.068578,-0.046403,2.508607,-0.235404,0.190980
100001780000000,2.788910,-0.160679,0.127235,0.996531,-0.006840,-0.068656,-0.046543,2.521855,-0.237353,0.192675
100001790000000,2.814195,-0.163063,0.129170,0.996519,-0.006826,-0.068730,-0.046681,2.535119,-0.239302,0.194373
100001800000000,2.839612,-0.165465,0.131122,0.996508,-0.006812,-0.068801,-0.046817,2.548396,-0.241250,0.196072
100001810000000,2.865163,-0.167888,0.133091,0.996497,-0.006797,-0.068869,-0.046951,2.561687,-0.243198,0.197773
100001820000000,2.890846,-0.170329,0.135078,0.996486,-0.006782,-0.068935,-0.047084,2.574990,-0.245146,0.199477
100001830000000,2.916663,-0.172791,0.137081,0.996476,-0.006766,-0.068997,-0.047215,2.588306,-0.247093,0.201182
100001840000000,2.942612,-0.175271,0.139101,0.996466,-0.006751,-0.069057,-0.047344,2.601633,-0.249039,0.202889
100001850000000,2.968695,-0.177771,0.141139,0.996456,-0.006735,-0.069114,-0.047472,2.614971,-0.250985,0.204598
100001860000000,2.994912,-0.180291,0.143193,0.996446,-0.006719,-0.069167,-0.047598,2.628320,-0.252929,0.206309
100001870000000,3.021262,-0.182830,0.145265,0.996437,-0.006702,-0.069218,-0.047723,2.641678,-0.254873,0.208021
100001880000000,3.047745,-0.185388,0.147354,0.996428,-0.006685,-0.069266,-0.047846,2.655046,-0.256815,0.209735
100001890000000,3.074363,-0.187966,0.149459,0.996419,-0.006668,-0.069311,-0.047967,2.668424,-0.258756,0.211450
100001900000000,3.101114,-0.190564,0.151583,0.996410,-0.006651,-0.069354,-0.048087,2.681808,-0.260696,0.213167
100001910000000,3.127999,-0.193180,0.153723,0.996402,-0.006633,-0.069393,-0.048205,2.695202,-0.262635,0.214885
100001920000000,3.155018,-0.195816,0.155880,0.996394,-0.006615,-0.069430,-0.048322,2.708602,-0.264571,0.216605
