#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
100001040000000,-0.004933997,-0.064334572,-0.061917804,-0.003124882,0.000239498,-9.735536998
100001050000000,-0.004804705,-0.063606717,-0.061411825,-0.003095111,0.000232931,-9.735424894
100001060000000,-0.004676909,-0.062880653,-0.060902917,-0.003058518,0.000226953,-9.735318563
100001070000000,-0.004550347,-0.062156528,-0.060392538,-0.003021837,0.000220977,-9.735215950
100001080000000,-0.004425305,-0.061433909,-0.059880900,-0.002985112,0.000214629,-9.735118478
100001090000000,-0.004301659,-0.060713163,-0.059367176,-0.002946189,0.000208514,-9.735024726
100001100000000,-0.004179472,-0.059994187,-0.058852278,-0.002913217,0.000202440,-9.734934520
100001110000000,-0.004058797,-0.059275960,-0.058336601,-0.002880781,0.000196294,-9.734848796
100001120000000,-0.003939493,-0.058560441,-0.057820368,-0.002846647,0.000190941,-9.734765923
100001130000000,-0.003821504,-0.057846530,-0.057303328,-0.002811180,0.000185980,-9.734687377
100001140000000,-0.003704677,-0.057135019,-0.056787055,-0.002775063,0.000179956,-9.734613380
100001150000000,-0.003589255,-0.056424952,-0.056270163,-0.002735917,0.000174404,-9.734542458
100001160000000,-0.003475279,-0.055716042,-0.055753264,-0.002699299,0.000168779,-9.734475106
100001170000000,-0.003362724,-0.055008016,-0.055236539,-0.002668927,0.000162895,-9.734409874
100001180000000,-0.003251378,-0.054301501,-0.054721033,-0.002641577,0.000157175,-9.734348082
100001190000000,-0.003141242,-0.053597657,-0.054206450,-0.002605137,0.000152284,-9.734289766
100001200000000,-0.003032300,-0.052895938,-0.053692464,-0.002568858,0.000147166,-9.734234796
100001210000000,-0.002924654,-0.052196392,-0.053179596,-0.002541012,0.000141316,-9.734181585
100001220000000,-0.002818317,-0.051497649,-0.052667348,-0.002504107,0.000135820,-9.734132277
100001230000000,-0.002713376,-0.050800080,-0.052156477,-0.002463504,0.000131394,-9.734085160
100001240000000,-0.002609640,-0.050104099,-0.051647039,-0.002432932,0.000126695,-9.734039488
100001250000000,-0.002506923,-0.049410679,-0.051139526,-0.002401443,0.000121319,-9.733997908
100001260000000,-0.002405378,-0.048718804,-0.050633689,-0.002362819,0.000116551,-9.733957235
100001270000000,-0.002305000,-0.048028975,-0.050129765,-0.002329907,0.000111656,-9.733919648
100001280000000,-0.002205855,-0.047341039,-0.049627751,-0.002297432,0.000107059,-9.733883409
100001290000000,-0.002107821,-0.046653909,-0.049127663,-0.002265359,0.000102382,-9.733849056
100001300000000,-0.002010899,-0.045969092,-0.048630706,-0.002232658,0.000097203,-9.733816659
100001310000000,-0.001915157,-0.045286156,-0.048135223,-0.002194810,0.000092536,-9.733787774
100001320000000,-0.001820542,-0.044604925,-0.047642215,-0.002165376,0.000087689,-9.733758745
100001330000000,-0.001727043,-0.043925429,-0.047151286,-0.002137596,0.000083104,-9.733730547
100001340000000,-0.001634571,-0.043247711,-0.046663160,-0.002102687,0.000078748,-9.733705778
100001350000000,-0.001543238,-0.042571549,-0.046177374,-0.002067089,0.000074737,-9.733681805
100001360000000,-0.001452968,-0.041897293,-0.045694008,-0.002033239,0.000070390,-9.733658870
100001370000000,-0.001363526,-0.041225260,-0.045213871,-0.002003266,0.000065748,-9.733637404
100001380000000,-0.001275279,-0.040554030,-0.044736636,-0.001964255,0.000061670,-9.733618690
100001390000000,-0.001188087,-0.039885636,-0.044262541,-0.001936216,0.000057154,-9.733599198
100001400000000,-0.001101729,-0.039218917,-0.043790798,-0.001910224,0.000052737,-9.733580072
100001410000000,-0.001016379,-0.038554229,-0.043321600,-0.001872187,0.000048462,-9.733563091
100001420000000,-0.000932103,-0.037891199,-0.042855258,-0.001829100,0.000045275,-9.733548797
100001430000000,-0.000848697,-0.037230297,-0.042392049,-0.001803462,0.000041270,-9.733533123
100001440000000,-0.000766234,-0.036571017,-0.041932050,-0.001767296,0.000037619,-9.733518917
100001450000000,-0.000684739,-0.035912741,-0.041476244,-0.001749619,0.000032463,-9.733503430
100001460000000,-0.000604094,-0.035256610,-0.041023093,-0.001715954,0.000028563,-9.733489849
100001470000000,-0.000524573,-0.034601971,-0.040572752,-0.001679188,0.000025103,-9.733477727
100001480000000,-0.000445850,-0.033948398,-0.040125151,-0.001642400,0.000021691,-9.733466399
100001490000000,-0.000368018,-0.033298345,-0.039681031,-0.001611804,0.000017484,-9.733455406
100001500000000,-0.000291123,-0.032649638,-0.039240550,-0.001587703,0.000013072,-9.733443453
100001510000000,-0.000214992,-0.032002877,-0.038802696,-0.001559148,0.000009442,-9.733432441
100001520000000,-0.000139549,-0.031358122,-0.038367852,-0.001525367,0.000005741,-9.733420270
100001530000000,-0.000065003,-0.030714513,-0.037936688,-0.001486536,0.000002715,-9.733410576
100001540000000,0.000008532,-0.030072802,-0.037509409,-0.001449675,-0.000000804,-9.733400462
100001550000000,0.000081274,-0.029432994,-0.037084770,-0.001424054,-0.000004703,-9.733389101
100001560000000,0.000153177,-0.028794714,-0.036663343,-0.001394563,-0.000007687,-9.733379205
100001570000000,0.000224410,-0.028158799,-0.036245684,-0.001369268,-0.000011755,-9.733369402
100001580000000,0.000294866,-0.027525401,-0.035831124,-0.001339472,-0.000014775,-9.733358664
100001590000000,0.000364624,-0.026894781,-0.035419832,-0.001305528,-0.000018050,-9.733347059
100001600000000,0.000433495,-0.026265643,-0.035012004,-0.001274018,-0.000021602,-9.733336079
100001610000000,0.000501537,-0.025636346,-0.034607030,-0.001250599,-0.000025539,-9.733324322
100001620000000,0.000568888,-0.025007773,-0.034204495,-0.001207852,-0.000027457,-9.733314728
100001630000000,0.000635547,-0.024380866,-0.033806607,-0.001177988,-0.000031749,-9.733303793
100001640000000,0.000701565,-0.023757731,-0.033411364,-0.001140072,-0.000034150,-9.733293179
100001650000000,0.000766773,-0.023138230,-0.033020239,-0.001118507,-0.000037585,-9.733279888
100001660000000,0.000831252,-0.022520000,-0.032631946,-0.001087398,-0.000039945,-9.733266166
100001670000000,0.000895162,-0.021904288,-0.032246863,-0.001063374,-0.000043928,-9.733252394
100001680000000,0.000958297,-0.021288437,-0.031864454,-0.001034107,-0.000046651,-9.733237077
100001690000000,0.001020629,-0.020673079,-0.031486376,-0.001004807,-0.000050640,-9.733223207
100001700000000,0.001082495,-0.020060810,-0.031110806,-0.000976016,-0.000053988,-9.733209197
100001710000000,0.001143704,-0.019451258,-0.030738423,-0.000946314,-0.000056947,-9.733193864
100001720000000,0.001204207,-0.018843258,-0.030369124,-0.000911632,-0.000058998,-9.733178323
100001730000000,0.001264262,-0.018236794,-0.030003186,-0.000880863,-0.000061828,-9.733161273
100001740000000,0.001323469,-0.017632259,-0.029640490,-0.000841255,-0.000063766,-9.733145692
100001750000000,0.001381994,-0.017029929,-0.029281592,-0.000819441,-0.000067539,-9.733126382
100001760000000,0.001439915,-0.016429203,-0.028925078,-0.000796415,-0.000070018,-9.733107017
100001770000000,0.001497273,-0.015829722,-0.028571416,-0.000770140,-0.000073047,-9.733086804
100001780000000,0.001554295,-0.015231970,-0.028221007,-0.000744084,-0.000076508,-9.733066337
100001790000000,0.001610729,-0.014636640,-0.027873715,-0.000710342,-0.000079708,-9.733045730
100001800000000,0.001666310,-0.014043421,-0.027529062,-0.000674132,-0.000081265,-9.733024375
100001810000000,0.001721441,-0.013452148,-0.027188518,-0.000651052,-0.000085211,-9.733000957
100001820000000,0.001775997,-0.012863555,-0.026849964,-0.000613362,-0.000086239,-9.732978026
100001830000000,0.001830036,-0.012276976,-0.026515142,-0.000597733,-0.000090184,-9.732951780
100001840000000,0.001883468,-0.011690564,-0.026182232,-0.000564932,-0.000091389,-9.732926277
100001850000000,0.001936346,-0.011105510,-0.025852756,-0.000531618,-0.000093971,-9.732899677
100001860000000,0.001988719,-0.010523274,-0.025526307,-0.000505457,-0.000096751,-9.732871457
100001870000000,0.002040544,-0.009943014,-0.025203801,-0.000484968,-0.000100739,-9.732843221
100001880000000,0.002091878,-0.009364735,-0.024882963,-0.000458116,-0.000103157,-9.732814003
100001890000000,0.002142843,-0.008788223,-0.024564893,-0.000422758,-0.000105042,-9.732783195
100001900000000,0.002193256,-0.008213859,-0.024248988,-0.000392010,-0.000106908,-9.732753055
100001910000000,0.002243189,-0.007641932,-0.023936470,-0.000364016,-0.000109092,-9.732720070
100001920000000,0.002292628,-0.007071203,-0.023626708,-0.000332541,-0.000111445,-9.732687141
100001930000000,0.002341542,-0.006502468,-0.023320569,-0.000317480,-0.000114750,-9.732650832
100001940000000,0.002389922,-0.005934841,-0.023016858,-0.000289885,-0.000117044,-9.732615885
100001950000000,0.002437724,-0.005369868,-0.022715544,-0.000257346,-0.000118837,-9.732579897
100001960000000,0.002485140,-0.004806057,-0.022416448,-0.000231605,-0.000121132,-9.732540970
100001970000000,0.002532226,-0.004244372,-0.022119976,-0.000199739,-0.000123238,-9.732503185
100001980000000,0.002578921,-0.003684585,-0.021826212,-0.000171282,-0.000125254,-9.732463637
100001990000000,0.002625154,-0.003127568,-0.021535491,-0.000150756,-0.000128869,-9.732422185
100002000000000,0.002670866,-0.002572100,-0.021247412,-0.000123273,-0.000130976,-9.732380711
100002010000000,0.002716152,-0.002018230,-0.020961250,-0.000085105,-0.000131942,-9.732338562
100002020000000,0.002761066,-0.001465510,-0.020678375,-0.000065193,-0.000135172,-9.732294674
100002030000000,0.002805624,-0.000914868,-0.020397268,-0.000031632,-0.000137191,-9.732250198
100002040000000,0.002849730,-0.000367102,-0.020118556,-0.000013471,-0.000139006,-9.732203330
