#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
100001300000000,0.006518181,-0.294419855,0.002591539,0.033644520,0.008810401,9.809260368
100001310000000,0.005610575,-0.295834303,-0.004782419,0.025452536,-0.012722261,9.808701515
100001320000000,0.008812366,-0.297962010,-0.003368065,0.034267940,0.007761762,9.812780380
100001330000000,0.005184172,-0.296367496,-0.000635823,0.035364397,-0.004321717,9.816014290
100001340000000,0.003430418,-0.297587603,-0.008011345,0.040249903,-0.001591362,9.810253143
100001350000000,0.003397843,-0.299739152,-0.002078531,0.026581272,-0.000700414,9.809299469
100001360000000,0.006426126,-0.300305545,-0.001307473,0.041671634,-0.003627732,9.813228607
100001370000000,0.004606081,-0.302380264,-0.000283321,0.039810609,-0.011286601,9.807051659
100001380000000,0.004782313,-0.298434496,0.001379964,0.020181017,0.003042426,9.807261467
100001390000000,0.005560631,-0.302695513,-0.000130061,0.018546535,-0.002639920,9.813207626
100001400000000,0.008332741,-0.301305830,0.003789439,0.026589528,0.011324724,9.806713104
100001410000000,0.008198094,-0.297635168,0.004564490,0.031708725,-0.000699516,9.811239243
100001420000000,0.004907301,-0.298323691,0.002751611,0.027374417,-0.000570534,9.806657791
100001430000000,0.002105489,-0.299153090,0.000803117,0.020587258,-0.010445135,9.815752029
100001440000000,-0.000624470,-0.299477428,0.000663505,0.021047520,0.003873377,9.800891876
100001450000000,0.006514080,-0.300633132,0.001760203,0.033261094,0.001104677,9.808145523
100001460000000,0.004929273,-0.300777346,0.000228187,0.018660618,-0.014690028,9.797939301
100001470000000,0.004554361,-0.297962993,-0.003816307,0.035025038,0.003681743,9.812016487
100001480000000,0.004566927,-0.303772002,-0.003007267,0.022973504,0.001745928,9.814902306
100001490000000,0.001414377,-0.297475159,0.002283105,0.020358954,-0.007196105,9.816182137
100001500000000,0.003660330,-0.299761742,-0.006013224,0.020471483,-0.000122594,9.812092781
100001510000000,-0.001096288,-0.299801201,0.000073986,0.019965205,-0.021024331,9.808272362
100001520000000,0.001903316,-0.302902579,0.000978367,0.028045915,0.011371795,9.811503410
100001530000000,0.000717409,-0.298129112,-0.002085656,0.031259380,0.009973701,9.817778587
100001540000000,0.004287126,-0.295862079,0.001422699,0.025717601,0.009246346,9.828522682
100001550000000,-0.000621971,-0.294305921,0.000270519,0.021603273,-0.001701735,9.817432404
100001560000000,0.004561564,-0.297863871,0.000090130,0.015790496,0.003369972,9.817598343
100001570000000,0.002529891,-0.298578203,-0.000821422,0.025720667,-0.003084004,9.822851181
100001580000000,0.006421584,-0.292394012,-0.005030961,0.021974176,-0.001991428,9.824223518
100001590000000,0.001014265,-0.291422874,-0.001498123,0.020876437,-0.010243513,9.825665474
100001600000000,0.002779369,-0.291701406,-0.001739145,0.039050005,0.007739440,9.822972298
100001610000000,0.000405061,-0.283473849,0.002283593,0.019827303,-0.003371261,9.822031021
100001620000000,-0.000803162,-0.285296619,0.003586332,0.030290561,0.004974067,9.819760323
100001630000000,0.000711648,-0.287391722,-0.001732057,0.026010649,-0.003582157,9.817349434
100001640000000,0.000339955,-0.286203444,-0.003593196,0.023709767,0.001895800,9.823911667
100001650000000,0.002233034,-0.290131241,-0.007276715,0.012885824,0.006058767,9.824994087
100001660000000,-0.000011450,-0.286096305,0.000655929,0.024926746,-0.000441357,9.833395958
100001670000000,0.002485595,-0.281361192,0.000201624,0.034321792,-0.001716256,9.825593948
100001680000000,0.002700552,-0.285101622,0.003994724,0.013149001,-0.005615741,9.821115494
100001690000000,-0.002056004,-0.282655269,-0.001768933,0.028974468,0.000017107,9.831526756
100001700000000,0.005427851,-0.279289871,-0.002184413,0.017311465,0.002129927,9.842106819
100001710000000,-0.000454067,-0.275339693,-0.006222471,0.023797274,0.008534417,9.847199440
100001720000000,0.001627373,-0.276458383,-0.002622808,0.027260752,0.002928153,9.838604927
100001730000000,0.002706055,-0.273979753,-0.002470426,0.022866387,-0.002761751,9.849856377
100001740000000,-0.002931352,-0.266847849,-0.003309028,0.020815723,-0.002420694,9.853101730
100001750000000,0.000943703,-0.269217908,-0.001033990,0.021270122,0.000331104,9.860894203
100001760000000,-0.002023482,-0.269063681,-0.001957906,0.018539485,-0.005291328,9.840331078
100001770000000,0.001267607,-0.262493193,0.000165252,0.032563522,-0.009126633,9.851432800
100001780000000,-0.006261324,-0.260372043,0.001578436,0.017672043,-0.005066931,9.857498169
100001790000000,0.006696225,-0.265359193,-0.002828248,0.007685196,0.000022233,9.857745171
100001800000000,-0.000725159,-0.255926013,0.000053919,0.022109509,-0.005959377,9.860809326
100001810000000,0.002858344,-0.254590809,-0.001426401,0.019662119,-0.004745007,9.857673645
100001820000000,-0.001052899,-0.252827764,0.003966107,0.022197854,0.004382998,9.863561630
100001830000000,-0.000010906,-0.247521088,0.002487014,0.014355466,0.008019537,9.864724159
100001840000000,0.001045432,-0.245094404,-0.002448183,0.028841719,-0.004134476,9.863939285
100001850000000,0.004828822,-0.244269088,-0.000502814,0.026758142,0.007749021,9.872079849
100001860000000,0.000422370,-0.245362997,-0.003257412,0.023304090,0.002954960,9.879433632
100001870000000,-0.000923768,-0.236839339,-0.000383889,0.017109629,0.005320549,9.877182961
100001880000000,0.000565331,-0.233557820,0.002494797,0.019027609,0.001520514,9.878396988
100001890000000,-0.004608385,-0.232822314,0.001103285,0.004585445,-0.002665430,9.876614571
100001900000000,0.005417326,-0.233409956,0.000091907,0.010221019,0.009423047,9.870130539
100001910000000,0.001911195,-0.226062506,0.000208053,0.015222989,-0.005721211,9.870651245
100001920000000,-0.000020815,-0.220414281,-0.000178038,0.009388104,-0.003865629,9.884136200
100001930000000,0.000408006,-0.219557568,-0.003430055,0.010325097,-0.004845977,9.870410919
100001940000000,0.000072129,-0.212328672,-0.002091796,0.005111016,0.007256746,9.882589340
100001950000000,-0.004928505,-0.212439880,0.000845122,0.004946403,0.001724303,9.892137527
100001960000000,0.000367114,-0.205810636,0.003955344,0.016019426,-0.008230835,9.888434410
100001970000000,-0.000374164,-0.201610580,-0.000023611,0.021759629,-0.002700537,9.887707710
100001980000000,-0.000013058,-0.200501978,-0.004744214,0.017864779,0.005003899,9.888074875
100001990000000,0.001022147,-0.198675111,-0.004848266,0.009361416,0.001027465,9.899949074
100002000000000,-0.002656283,-0.191296384,-0.001334142,0.012250416,0.008805633,9.902497292
100002010000000,-0.002055370,-0.194676131,-0.004154253,0.017458156,0.005931854,9.902420998
100002020000000,0.000915642,-0.180746719,-0.000617784,0.009588949,-0.006828070,9.894641876
100002030000000,0.002105498,-0.184016839,-0.001394591,-0.003868498,-0.006517828,9.905760765
100002040000000,-0.000668918,-0.178629681,0.000797778,0.017215952,-0.000760823,9.907979965
100002050000000,-0.005306359,-0.168333754,0.002024602,-0.008000322,0.004690707,9.900601387
100002060000000,-0.002995340,-0.169152975,0.001102091,0.013415359,0.009902030,9.920354843
100002070000000,-0.002992032,-0.165865302,0.002400684,-0.000873625,0.012656093,9.914258957
100002080000000,0.003296578,-0.157220766,-0.001861650,-0.000029989,0.001428038,9.913494110
100002090000000,0.000279891,-0.157446206,0.005042295,0.018843263,0.015550405,9.927771568
100002100000000,-0.001493974,-0.150891587,0.000389090,0.017235622,0.012653500,9.928095818
100002110000000,0.003386626,-0.147527844,-0.001588029,0.001561299,-0.003130943,9.916152954
100002120000000,0.001070288,-0.145822689,0.005319098,0.007976703,0.004507929,9.930509567
100002130000000,-0.000211249,-0.138097227,-0.001083558,0.001418792,0.006101042,9.925140381
100002140000000,-0.002148933,-0.127012685,0.001200220,0.002944373,0.002913147,9.925466537
100002150000000,-0.000204127,-0.125394389,0.001703152,0.006823428,-0.000103384,9.931632042
100002160000000,-0.001114075,-0.118572406,0.000122992,0.007476635,0.005854964,9.935787201
100002170000000,-0.003084858,-0.117074423,-0.000437390,0.006830536,-0.005283654,9.930131912
100002180000000,-0.000682598,-0.114571869,0.001580043,0.005781405,0.006274313,9.922035217
100002190000000,-0.002176470,-0.105012834,0.002535830,0.008055381,0.000068516,9.932961464
100002200000000,-0.001004268,-0.100859158,0.005206048,0.016421102,-0.009191066,9.928463936
100002210000000,-0.004148099,-0.096570119,0.001739570,-0.015058592,0.000993431,9.947134972
100002220000000,-0.000576000,-0.089015588,-0.002955885,-0.007489182,0.002562851,9.946279526
100002230000000,0.001474071,-0.084241867,-0.004201156,0.007500611,0.002361387,9.947035789
100002240000000,-0.001464736,-0.077001847,0.002395332,-0.000293635,-0.002605885,9.941201210
100002250000000,-0.001590381,-0.072875686,-0.004642594,-0.005508728,-0.002159536,9.925922394
100002260000000,0.004654673,-0.070817322,0.000856159,0.001570061,0.005160272,9.942863464
100002270000000,-0.002274812,-0.062991694,0.002012904,0.005127907,-0.006724745,9.943992615
100002280000000,0.000314847,-0.055680282,0.002342549,-0.003087491,0.002130270,9.940226555
100002290000000,0.004235791,-0.052945398,-0.003353768,-0.009545602,0.003316045,9.935059547
100002300000000,-0.003322998,-0.039446548,-0.001226110,-0.009727865,0.007108361,9.947965622
100002310000000,0.004278689,-0.040494751,-0.002918683,-0.000700466,0.012560308,9.948384285
100002320000000,-0.001186853,-0.034027271,-0.000521411,-0.003594950,-0.006130040,9.952898026
100002330000000,0.000428545,-0.024628958,-0.001708992,-0.013104022,0.005632073,9.954235077
100002340000000,0.002274794,-0.022011848,0.002283838,-0.013508633,-0.010881394,9.955762863
100002350000000,-0.002151094,-0.011999335,-0.000091731,-0.017513372,-0.005588770,9.943243980
100002360000000,-0.002228284,-0.005721467,-0.004044757,-0.009411879,-0.004805952,9.947974205
100002370000000,-0.004100429,0.002632050,0.003181000,-0.019378357,-0.013183266,9.947663307
100002380000000,0.002784483,0.006168197,0.002086074,-0.022758350,-0.000252694,9.959224701
100002390000000,0.000650092,0.013413322,0.001076135,-0.014901794,0.006356835,9.953215599
100002400000000,0.000758383,0.017075971,-0.001734663,-0.023066983,-0.001194119,9.954171181
100002410000000,0.005918830,0.024594817,0.003855373,-0.002466761,0.010835052,9.933581352
100002420000000,-0.004602146,0.034627326,-0.001447161,-0.014773376,0.000721604,9.953600883
100002430000000,0.001998518,0.043218985,0.000977327,-0.022151954,-0.007949919,9.933286667
100002440000000,0.008475675,0.044866052,0.005272818,-0.023562439,-0.006128907,9.945655823
100002450000000,0.000456429,0.055876888,0.003784219,-0.016662352,0.005248010,9.945086479
100002460000000,0.000610822,0.057172578,0.002665662,-0.027022533,0.006324023,9.941314697
100002470000000,-0.000210172,0.074130639,0.003912284,-0.024768479,-0.002702415,9.942955971
100002480000000,-0.004433847,0.067103878,-0.001812547,-0.012207508,-0.002257913,9.814896584
100002490000000,-0.019142225,0.051350862,1.295647621,0.012678988,0.992951155,10.077421188
100002500000000,-0.032839827,0.042273670,2.351748705,-0.024422005,0.812131047,10.053339958
100002510000000,-0.050273962,0.028775319,3.236473083,-0.051958479,0.655446529,10.054046631
100002520000000,-0.057573456,0.027748168,3.979184151,-0.104242057,0.566712439,10.043988228
100002530000000,-0.072672188,0.019766152,4.633017540,-0.143084869,0.498077750,10.038905144
100002540000000,-0.078582376,0.011729181,5.221255779,-0.183443129,0.420677543,10.033430099
100002550000000,-0.089171499,0.006471932,5.759434700,-0.233564034,0.404795945,10.035170555
100002560000000,-0.092291564,0.003754705,6.255486488,-0.279788077,0.364239395,10.019002914
100002570000000,-0.100838527,0.002914965,6.716187000,-0.323202789,0.352543175,9.997038841
100002580000000,-0.102955639,0.001509368,7.147721291,-0.377265751,0.337224782,10.014727592
100002590000000,-0.102338523,-0.002388656,7.555525780,-0.428061366,0.311562240,10.007531166
100002600000000,-0.110543638,0.000934303,7.935517788,-0.469655573,0.292850077,10.000434875
100002610000000,-0.103516005,0.007213712,8.285724640,-0.517255008,0.272571981,9.985717773
100002620000000,-0.104466438,0.010063827,8.589320183,-0.560244620,0.230237842,9.993479729
100002630000000,-0.093433231,0.011908710,8.860397339,-0.594847202,0.208983302,9.989217758
100002640000000,-0.079952061,0.016875267,9.085684776,-0.637979031,0.184615850,9.974540710
100002650000000,-0.079373360,0.026021123,9.250347137,-0.665142655,0.142456770,9.968317032
100002660000000,-0.057839602,0.025336623,9.354124069,-0.688093543,0.097205758,9.969449997
100002670000000,-0.041507959,0.030535340,9.397354126,-0.712677181,0.054696560,9.963531494
100002680000000,-0.022075176,0.041725993,9.370346069,-0.705735207,0.009148121,9.956726074
100002690000000,0.000662327,0.049278855,9.272764206,-0.695051134,-0.047826648,9.957204819
100002700000000,0.025923729,0.056092262,9.097414017,-0.691466451,-0.101306796,9.955920219
100002710000000,0.048783362,0.064713597,8.857049942,-0.660138190,-0.147311926,9.958026886
100002720000000,0.082116961,0.072757959,8.550251007,-0.615013540,-0.197888017,9.948078156
100002730000000,0.112039745,0.084125817,8.190829277,-0.566771924,-0.241489530,9.952165604
100002740000000,0.137052000,0.084349453,7.775467873,-0.528249383,-0.285468936,9.942815781
100002750000000,0.174884081,0.084168911,7.314358234,-0.484418511,-0.298437893,9.945739746
100002760000000,0.198930264,0.090160489,6.830309391,-0.416810632,-0.335870087,9.939227104
100002770000000,0.228133202,0.087153733,6.316886902,-0.379673421,-0.350861609,9.930394173
100002780000000,0.262631178,0.076358557,5.787345886,-0.310500622,-0.355108559,9.945721626
100002790000000,0.285644710,0.073479712,5.269442081,-0.268347144,-0.355827272,9.953515053
100002800000000,0.315309346,0.062114656,4.747776508,-0.216961741,-0.347293019,9.945079803
100002810000000,0.341279387,0.050198555,4.242441177,-0.183481455,-0.326151282,9.934055328
100002820000000,0.363331139,0.042711824,3.749705076,-0.133726120,-0.315098256,9.950160027
100002830000000,0.379763901,0.021026701,3.286270857,-0.091862559,-0.300796747,9.941067696
100002840000000,0.399218351,0.004401594,2.846805811,-0.073233366,-0.282334417,9.942507744
100002850000000,0.407904208,-0.020899281,2.448453903,-0.038969994,-0.246918052,9.929530144
100002860000000,0.418205053,-0.035887152,2.077140331,-0.022524834,-0.242303491,9.947899818
100002870000000,0.422893405,-0.057846241,1.744074702,0.000273347,-0.205579266,9.938389778
100002880000000,0.431343526,-0.079043165,1.445354939,0.015385509,-0.177980036,9.947184563
100002890000000,0.434802651,-0.097082034,1.164250493,0.019340038,-0.167397574,9.940884590
100002900000000,0.428897202,-0.113512129,0.925042510,0.038555503,-0.141632080,9.948328018
100002910000000,0.425272852,-0.132252276,0.712305188,0.039336205,-0.129714414,9.935856819
100002920000000,0.420503199,-0.143833920,0.532885075,0.035732508,-0.127224803,9.932987213
100002930000000,0.411917239,-0.163694143,0.375203729,0.032702208,-0.098367922,9.931622505
100002940000000,0.400245786,-0.179968789,0.249419361,0.041794181,-0.085867941,9.934970856
100002950000000,0.384787679,-0.189741910,0.134031251,0.038165212,-0.071234077,9.919819832
100002960000000,0.374722451,-0.199796185,0.046816900,0.040208817,-0.063964501,9.917031288
100002970000000,0.354811341,-0.210887820,-0.029432222,0.041291833,-0.053578813,9.917197227
100002980000000,0.340648055,-0.220139846,-0.083841920,0.041644216,-0.042616770,9.904861450
100002990000000,0.330863804,-0.225126132,-0.127124682,0.032131314,-0.053448055,9.923363686
100003000000000,0.314275026,-0.220910922,-0.157128707,0.023801684,-0.030111872,9.914047241
100003010000000,0.292733371,-0.225772172,-0.183868632,0.034723997,-0.035133049,9.907996178
100003020000000,0.275722861,-0.224129841,-0.196249306,0.029021263,-0.026349679,9.897383690
100003030000000,0.257530779,-0.221966252,-0.204030693,0.024225473,-0.020305693,9.896685600
100003040000000,0.236905724,-0.217349961,-0.213034868,0.016099215,-0.024061739,9.895070076
100003050000000,0.219696954,-0.212959334,-0.204286560,0.000076413,-0.008728743,9.887661934
100003060000000,0.203036800,-0.205402642,-0.194977134,0.004104614,-0.005851522,9.900179863
100003070000000,0.188384593,-0.205513120,-0.187344283,0.005324006,-0.008909002,9.892374992
100003080000000,0.171707749,-0.190898240,-0.171395391,0.001136065,-0.015128061,9.885089874
100003090000000,0.156097054,-0.186028227,-0.161789298,0.000278473,0.001021981,9.886324883
