#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
0.305000,0.004307,-0.002455,0.000948,0.501981,-0.015471,-0.000073,-0.864740,0.041707,-0.023830,0.009181
0.310000,0.004519,-0.002576,0.000995,0.501952,-0.015699,-0.000072,-0.864753,0.043042,-0.024596,0.009475
0.315000,0.004738,-0.002701,0.001043,0.501924,-0.015926,-0.000071,-0.864765,0.044395,-0.025374,0.009773
0.320000,0.004963,-0.002830,0.001093,0.501895,-0.016153,-0.000069,-0.864778,0.045769,-0.026163,0.010075
0.325000,0.005196,-0.002963,0.001144,0.501866,-0.016379,-0.000068,-0.864790,0.047161,-0.026963,0.010381
0.330000,0.005435,-0.003100,0.001196,0.501837,-0.016604,-0.000067,-0.864803,0.048573,-0.027775,0.010692
0.335000,0.005681,-0.003241,0.001251,0.501809,-0.016828,-0.000065,-0.864815,0.050005,-0.028598,0.011007
0.340000,0.005935,-0.003386,0.001306,0.501780,-0.017051,-0.000064,-0.864827,0.051455,-0.029432,0.011327
0.345000,0.006196,-0.003535,0.001364,0.501751,-0.017274,-0.000062,-0.864840,0.052925,-0.030278,0.011650
0.350000,0.006464,-0.003688,0.001423,0.501722,-0.017496,-0.000061,-0.864852,0.054414,-0.031134,0.011978
0.355000,0.006740,-0.003846,0.001484,0.501693,-0.017717,-0.000059,-0.864864,0.055922,-0.032002,0.012310
0.360000,0.007023,-0.004008,0.001546,0.501664,-0.017937,-0.000057,-0.864877,0.057448,-0.032881,0.012646
0.365000,0.007315,-0.004175,0.001610,0.501635,-0.018157,-0.000055,-0.864889,0.058994,-0.033771,0.012986
0.370000,0.007613,-0.004346,0.001676,0.501606,-0.018376,-0.000053,-0.864901,0.060558,-0.034672,0.013330
0.375000,0.007920,-0.004522,0.001743,0.501577,-0.018594,-0.000051,-0.864913,0.062142,-0.035584,0.013679
0.380000,0.008235,-0.004702,0.001813,0.501548,-0.018811,-0.000049,-0.864925,0.063743,-0.036508,0.014032
0.385000,0.008558,-0.004887,0.001884,0.501519,-0.019027,-0.000047,-0.864937,0.065364,-0.037442,0.014388
0.390000,0.008889,-0.005076,0.001957,0.501490,-0.019243,-0.000045,-0.864950,0.067003,-0.038387,0.014749
0.395000,0.009228,-0.005271,0.002031,0.501460,-0.019458,-0.000043,-0.864962,0.068661,-0.039343,0.015114
0.400000,0.009575,-0.005470,0.002108,0.501431,-0.019672,-0.000040,-0.864974,0.070337,-0.040310,0.015483
0.405000,0.009931,-0.005674,0.002186,0.501402,-0.019885,-0.000038,-0.864986,0.072031,-0.041287,0.015856
0.410000,0.010296,-0.005883,0.002266,0.501373,-0.020098,-0.000035,-0.864998,0.073743,-0.042276,0.016233
0.415000,0.010669,-0.006097,0.002348,0.501344,-0.020309,-0.000033,-0.865010,0.075474,-0.043275,0.016614
0.420000,0.011050,-0.006316,0.002432,0.501314,-0.020520,-0.000030,-0.865022,0.077223,-0.044285,0.016999
0.425000,0.011441,-0.006540,0.002518,0.501285,-0.020730,-0.000028,-0.865034,0.078990,-0.045306,0.017388
0.430000,0.011840,-0.006769,0.002606,0.501256,-0.020940,-0.000025,-0.865046,0.080775,-0.046337,0.017781
0.435000,0.012249,-0.007003,0.002696,0.501226,-0.021149,-0.000022,-0.865058,0.082578,-0.047380,0.018178
0.440000,0.012666,-0.007242,0.002788,0.501197,-0.021356,-0.000019,-0.865070,0.084399,-0.048432,0.018578
0.445000,0.013093,-0.007487,0.002882,0.501167,-0.021564,-0.000016,-0.865082,0.086238,-0.049496,0.018983
0.450000,0.013528,-0.007737,0.002978,0.501137,-0.021770,-0.000013,-0.865094,0.088095,-0.050569,0.019392
0.455000,0.013974,-0.007993,0.003076,0.501108,-0.021976,-0.000010,-0.865106,0.089969,-0.051654,0.019805
0.460000,0.014428,-0.008254,0.003176,0.501078,-0.022180,-0.000007,-0.865118,0.091861,-0.052749,0.020221
0.465000,0.014892,-0.008520,0.003278,0.501049,-0.022385,-0.000004,-0.865129,0.093770,-0.053854,0.020641
0.470000,0.015366,-0.008793,0.003382,0.501019,-0.022588,-0.000001,-0.865141,0.095697,-0.054970,0.021065
0.475000,0.015849,-0.009070,0.003489,0.500990,-0.022790,0.000003,-0.865153,0.097642,-0.056096,0.021493
0.480000,0.016342,-0.009354,0.003597,0.500960,-0.022992,0.000006,-0.865165,0.099604,-0.057232,0.021925
0.485000,0.016845,-0.009643,0.003708,0.500930,-0.023193,0.000010,-0.865177,0.101583,-0.058379,0.022361
0.490000,0.017358,-0.009937,0.003821,0.500900,-0.023394,0.000013,-0.865189,0.103579,-0.059536,0.022800
0.495000,0.017881,-0.010238,0.003936,0.500871,-0.023593,0.000017,-0.865201,0.105592,-0.060704,0.023244
0.500000,0.018414,-0.010544,0.004053,0.500840,-0.023792,0.000020,-0.865213,0.107623,-0.061881,0.023691
0.505000,0.018957,-0.010857,0.004173,0.500811,-0.023990,0.000024,-0.865224,0.109671,-0.063069,0.024141
0.510000,0.019511,-0.011175,0.004295,0.500781,-0.024187,0.000028,-0.865236,0.111735,-0.064267,0.024596
0.515000,0.020075,-0.011499,0.004419,0.500751,-0.024384,0.000032,-0.865248,0.113817,-0.065475,0.025054
0.520000,0.020649,-0.011830,0.004545,0.500721,-0.024580,0.000036,-0.865260,0.115916,-0.066694,0.025516
0.525000,0.021234,-0.012166,0.004674,0.500691,-0.024775,0.000040,-0.865272,0.118031,-0.067922,0.025982
0.530000,0.021829,-0.012509,0.004805,0.500661,-0.024969,0.000044,-0.865283,0.120163,-0.069160,0.026451
0.535000,0.022436,-0.012858,0.004939,0.500631,-0.025163,0.000048,-0.865295,0.122311,-0.070409,0.026924
