#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
100000950000000,0.156322,0.087543,0.494249,0.966891,-0.012796,0.046256,0.250635,0.489452,0.267095,0.023503
100000960000000,0.161299,0.090262,0.494476,0.966893,-0.012784,0.046220,0.250635,0.497569,0.271780,0.022708
100000970000000,0.166358,0.093027,0.494696,0.966895,-0.012770,0.046182,0.250636,0.505681,0.276462,0.021920
100000980000000,0.171497,0.095840,0.494908,0.966897,-0.012754,0.046142,0.250637,0.513786,0.281140,0.021141
100000990000000,0.176717,0.098699,0.495112,0.966899,-0.012735,0.046100,0.250637,0.521886,0.285813,0.020370
100001000000000,0.182019,0.101605,0.495309,0.966901,-0.012715,0.046056,0.250638,0.529979,0.290481,0.019609
100001010000000,0.187401,0.104558,0.495498,0.966903,-0.012692,0.046010,0.250638,0.538066,0.295143,0.018858
100001020000000,0.192864,0.107558,0.495680,0.966906,-0.012668,0.045962,0.250639,0.546146,0.299799,0.018118
100001030000000,0.198408,0.110604,0.495854,0.966908,-0.012642,0.045912,0.250640,0.554219,0.304449,0.017389
100001040000000,0.204032,0.113696,0.496022,0.966911,-0.012614,0.045860,0.250640,0.562284,0.309092,0.016672
100001050000000,0.209738,0.116835,0.496182,0.966914,-0.012585,0.045806,0.250641,0.570342,0.313728,0.015967
100001060000000,0.215524,0.120021,0.496336,0.966917,-0.012554,0.045750,0.250642,0.578393,0.318356,0.015274
100001070000000,0.221390,0.123252,0.496483,0.966920,-0.012523,0.045692,0.250643,0.586435,0.322976,0.014595
100001080000000,0.227337,0.126530,0.496623,0.966922,-0.012490,0.045633,0.250644,0.594468,0.327588,0.013928
100001090000000,0.233364,0.129854,0.496756,0.966926,-0.012456,0.045571,0.250645,0.602494,0.332192,0.013274
100001100000000,0.239471,0.133224,0.496883,0.966929,-0.012422,0.045508,0.250647,0.610510,0.336786,0.012634
100001110000000,0.245658,0.136640,0.497004,0.966932,-0.012386,0.045443,0.250648,0.618517,0.341372,0.012008
100001120000000,0.251926,0.140101,0.497119,0.966935,-0.012350,0.045376,0.250649,0.626514,0.345948,0.011396
100001130000000,0.258273,0.143609,0.497228,0.966939,-0.012313,0.045306,0.250650,0.634502,0.350515,0.010798
100001140000000,0.264701,0.147162,0.497331,0.966942,-0.012275,0.045235,0.250652,0.642479,0.355071,0.010215
100001150000000,0.271208,0.150760,0.497429,0.966945,-0.012237,0.045161,0.250653,0.650446,0.359618,0.009645
100001160000000,0.277794,0.154404,0.497521,0.966949,-0.012198,0.045085,0.250655,0.658401,0.364155,0.009090
100001170000000,0.284460,0.158093,0.497607,0.966953,-0.012159,0.045007,0.250656,0.666346,0.368681,0.008550
100001180000000,0.291206,0.161827,0.497688,0.966957,-0.012119,0.044927,0.250658,0.674278,0.373197,0.008023
100001190000000,0.298031,0.165607,0.497765,0.966961,-0.012079,0.044844,0.250660,0.682198,0.377701,0.007512
100001200000000,0.304935,0.169431,0.497836,0.966965,-0.012038,0.044758,0.250661,0.690106,0.382195,0.007015
100001210000000,0.311918,0.173301,0.497902,0.966969,-0.011997,0.044670,0.250663,0.698000,0.386677,0.006532
100001220000000,0.318980,0.177215,0.497964,0.966973,-0.011956,0.044579,0.250665,0.705881,0.391148,0.006063
100001230000000,0.326121,0.181174,0.498022,0.966977,-0.011914,0.044486,0.250667,0.713748,0.395607,0.005609
100001240000000,0.333340,0.185177,0.498075,0.966982,-0.011872,0.044390,0.250669,0.721600,0.400054,0.005169
100001250000000,0.340638,0.189224,0.498123,0.966986,-0.011829,0.044291,0.250671,0.729437,0.404489,0.004743
100001260000000,0.348014,0.193316,0.498168,0.966991,-0.011787,0.044189,0.250673,0.737258,0.408911,0.004332
100001270000000,0.355469,0.197452,0.498209,0.966996,-0.011744,0.044085,0.250674,0.745063,0.413321,0.003934
100001280000000,0.363001,0.201632,0.498246,0.967001,-0.011700,0.043978,0.250676,0.752851,0.417719,0.003549
100001290000000,0.370611,0.205856,0.498279,0.967006,-0.011657,0.043868,0.250678,0.760622,0.422103,0.003178
100001300000000,0.378299,0.210124,0.498308,0.967011,-0.011613,0.043755,0.250680,0.768376,0.426474,0.002821
100001310000000,0.386065,0.214435,0.498335,0.967016,-0.011569,0.043639,0.250682,0.776111,0.430832,0.002477
100001320000000,0.393907,0.218790,0.498358,0.967022,-0.011525,0.043520,0.250684,0.783827,0.435177,0.002146
100001330000000,0.401827,0.223188,0.498378,0.967027,-0.011480,0.043397,0.250686,0.791523,0.439507,0.001827
